"Record ID","Survey Identifier","Survey Timestamp","Participant classification","Please enter your classification",College,"Main department","Main department","Please write down your main department",Gender,Race/Ethnicity,"Please enter your ethnicity","What type of computer user are you?","My primary computer is a","What year was your computer purchased?","What is the size of your computer screen?","The screen size of your computer","Do you have a warranty on your computer?","Warranty on your computer","Do you have a webcam?","How would you rate your computer?","What model is your computer?","Computer model","Computer ownership","Computer ownership","What is the operating system that you use?","Operating system","Operating system version","Operating system version","Computer processor","Please write your computer processor","Computer memory size (RAM)","Computer hard disk","Current size of your data in the computer's hard disk","Do you backup the data from your computer?","What backup method do you use?","Brand of external back-up disk","Please write down the brand of external back-up disk","Brand of cloud","Please write down the brand of your cloud back-up","Backup frequency","Have you set up automatic backups?","Have you experienced a catastrophic loss of data in the last three years?","Are you familiar with the UH Microsoft 365 OneDrive for automated, incremental backups?","Do you have a secondary computer device?","Is it synced with your primary computer device?","Do you have a smartphone?","Smartphone brand","Please write down the name of your smartphone","Smartphone model","Please write down the model of your smartphone","Do you have a smartwatch?","Smartwatch brand","Please write down the name of your smartwatch","Smartwatch model","Please write down the model of your smartwatch","What is your preferred course delivery format for courses in the Fall 2020 semester?","How confident do you feel installing and configuring software (docker containers, VPN, backup software, and others) by yourself on your computer?","Speed of your home Internet","Given your online course experience from Spring 2020, how reliable has your Internet connectivity been overall?","If you were provided adequate IT support to setup your primary computers with needed coursework software, how likely would you use the on campus Computer Labs in a future semester?","Would it be beneficial for IT personnel to have office hours (like a help desk) to assist you with with course-related software issues, general computer systems issues, and other related challenges?",Complete?
1160,,"[not completed]",Junior,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,"High Sierra",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1161,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,Philosophy,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2019,Other,"i dont know",No,,"Built-in to my computer",Average,Other,"some kind of dell",Other,borrowing,"Windows OS",,Other,window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1162,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,Psychology,,Male,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2015,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","512 GB","100 GB - 500 GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1163,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,"Jack J. Valenti School of Communication",,Female,"African American",,"Power User [... plus programming/analytics]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1164,,"2020-07-28 01:02:34",Senior,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Female,"Prefer Not to Say",,"Standard User [document writing/email/web]",Laptop,2016,15'',,No,,"Built-in to my computer",Poor,Other,Dell,Own,,Other,"Microsoft ","Windows 10 Home",,"Intel Core i5",,"16 GB","128 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,Face-to-Face,"Somewhat confident","100 - 300 Mbps",Average,"Somewhat unlikely",Yes,Complete
1165,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Female,"African American",,"Standard User [document writing/email/web]",Tablet,2016,Other,10.1,No,,No,Poor,Other,"Acre tab",Own,,Other,Android,Other,unsure,,,"16 GB","128 GB","< 100 GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1166,,"[not completed]",Sophomore,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,Hispanic,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1167,,"[not completed]",Junior,,"College of Liberal Arts and Social Sciences",,Other,"Exercise Science ",Female,White,,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,No,Fair,Other,Hp,Own,,"Chrome OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1168,,"[not completed]",Sophomore,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Male,"African American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1169,,"2020-07-28 01:57:41",Freshman,,"College of Liberal Arts and Social Sciences",,"Political Science",,Female,White,,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Average,Other,"HP pavillion ",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"32 GB","256 GB","< 100 GB",Yes,Cloud,,,"Google Drive",,Monthly,No,Yes,No,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Moderately confident","100 - 300 Mbps",Good,"Very likely",Maybe,Complete
1170,,"2020-07-28 02:03:44",Sophomore,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Average,Other,"Dell Xps 13",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,No,,,,,"Fully Online","Somewhat confident","300 - 500 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
1171,,"2020-07-28 02:11:25",Senior,,"College of Liberal Arts and Social Sciences",,"Jack J. Valenti School of Communication",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2014,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",WD,,,,Other,Yes,No,Yes,No,,Yes,iPhone,,"iPhone 11",,No,,,,,Hybrid/Blended,"Moderately confident","100 - 300 Mbps",Good,"Very unlikely",No,Complete
1172,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,Multiracial,,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Good,Other,HP,Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1173,,"2020-07-28 03:48:52","Doctoral Student (PhD)",,"College of Liberal Arts and Social Sciences",,Psychology,,Female,Hispanic,,"Power User [... plus programming/analytics]",Laptop,2017,14'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,Other,"Mac ","8 GB","512 GB","100 GB - 500 GB",Yes,Cloud,,,Dropbox,,Daily,Yes,No,Yes,No,,Yes,iPhone,,"iPhone 11",,No,,,,,"Fully Online","Very confident","> 500 Mbps",Good,"Somewhat unlikely",Maybe,Complete
1174,,"2020-07-28 04:17:07",Senior,,"College of Liberal Arts and Social Sciences",,Sociology,,Female,White,,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,Other,"Intel core m3","8 GB","256 GB","< 100 GB",Yes,Cloud,,,"Apple iCloud",,Daily,Yes,No,Yes,Yes,Yes,Yes,iPhone,,"iPhone X Series",,No,,,,,Hybrid/Blended,"Very confident","> 500 Mbps",Excellent,"Very unlikely",Maybe,Complete
1175,,"[not completed]",Junior,,"College of Liberal Arts and Social Sciences",,Economics,,Female,"African American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1176,,"2020-07-28 04:22:17",Freshman,,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,White,,"Standard User [document writing/email/web]",Laptop,2020,15'',,"1 year",,"Built-in to my computer",Good,"Dell Inspiron 3000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"32 GB","256 GB","< 100 GB",No,,,,,,,,Yes,No,No,,Yes,iPhone,,"iPhone 11",,No,,,,,"Fully Online","Somewhat confident","100 - 300 Mbps",Average,"Very unlikely",Yes,Complete
1177,,"[not completed]",Junior,,"College of Liberal Arts and Social Sciences",,"Comparative Cultural Studies",,Female,White,,"Standard User [document writing/email/web]",Desktop,2017,17'',,No,,No,Good,Other,"Home assembled gaming P.C. ",Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1178,,"2020-07-28 05:59:26",Junior,,"College of Liberal Arts and Social Sciences",,Other,"Kinesiology - exercise science ",Male,White,,"Standard User [document writing/email/web]",Desktop,2018,Other,22,No,,External,Excellent,Other,"Custom build ",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"16 GB","1 TB","> 1 TB",No,,,,,,,,No,Yes,Yes,Yes,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online","Very confident","< 100 Mbps",Good,"Neither likely nor unlikely",Maybe,Complete
1179,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,"Jack J. Valenti School of Communication",,Female,White,,"Standard User [document writing/email/web]",Laptop,2013,17'',,No,,"Built-in to my computer",Good,"Dell Inspiron 7000",,Own,,"Windows OS",,Other,"Windows 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1180,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,"Jack J. Valenti School of Communication",,Male,Other,Latino,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1181,,"2020-07-28 06:51:34",Senior,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,"African American",,"Standard User [document writing/email/web]",Desktop,2017,14'',,No,,"Built-in to my computer",Poor,Other,N/a,Other,"Borrowed ","Windows OS",,"Windows 10 Home",,"Intel Core i7",,"4 GB","128 GB","< 100 GB",Yes,Cloud,,,"Microsoft OneDrive",,Daily,Yes,No,Yes,No,,Yes,iPhone,,Other,7,Yes,Fitbit,,"Fitbit Versa",,"Fully Online","Moderately confident","< 100 Mbps",Average,"Very unlikely",Yes,Complete
1182,,"2020-07-28 07:23:00",Senior,,"College of Liberal Arts and Social Sciences",,Economics,,Female,Hispanic,,"Standard User [document writing/email/web]",Desktop,2020,Other,24,"3 year",,No,Excellent,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i5",,"8 GB","128 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,Yes,Yes,Samsung,,"Samsung Galaxy",,Yes,Samsung,,"Samsung Galaxy Watch",,Face-to-Face,"Moderately confident","< 100 Mbps",Average,"Very likely",Yes,Complete
1183,,"[not completed]",Sophomore,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Female,"Prefer Not to Say",,"Standard User [document writing/email/web]",Laptop,2018,13'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1184,,"2020-07-28 07:37:43",Senior,,"College of Liberal Arts and Social Sciences",,"Modern and Classical Languages",,Female,White,,"Standard User [document writing/email/web]",Laptop,2018,15'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,"Intel Core i9",,"> 32 GB","> 1 TB","500 GB - 1 TB",Yes,Both,Other,"Don't know","Apple iCloud",,Weekly,Yes,No,No,No,,Yes,iPhone,,Other,"iPhone 6s",No,,,,,"Fully Online","Moderately confident","> 500 Mbps",Excellent,"Very unlikely",Maybe,Complete
1185,,"2020-07-28 07:43:06",Freshman,,"College of Liberal Arts and Social Sciences",,Economics,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2014,13'',,No,,"Built-in to my computer",Poor,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"4 GB","128 GB","< 100 GB",No,,,,,,,,Yes,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,"Fully Online","Not confident","< 100 Mbps",Fair,"Somewhat likely",Yes,Complete
1186,,"2020-07-28 08:10:22",Senior,,"College of Liberal Arts and Social Sciences",,"Political Science",,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2018,17'',,No,,"Built-in to my computer",Excellent,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i9",,"32 GB","1 TB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Monthly,Yes,No,Yes,No,,Yes,iPhone,,Other,"iPhone 6S",Yes,"Apple Watch",,"Apple Watch 5",,"Fully Online","Very confident","> 500 Mbps",Excellent,"Very unlikely",Maybe,Complete
1187,,"2020-07-28 08:14:45",Junior,,"College of Liberal Arts and Social Sciences",,Other,"Liberal Studies",Male,White,,"Standard User [document writing/email/web]",Desktop,2020,Other,"32 (2 monitors)","1 year",,No,Excellent,Other,"Dell XPS",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i9",,"> 32 GB","> 1 TB","500 GB - 1 TB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,Other,"iphone 7 plus",Yes,"Apple Watch",,"Apple Watch 3",,Hybrid/Blended,Neutral,"> 500 Mbps",Excellent,"Somewhat unlikely",Yes,Complete
1188,,"[not completed]",Freshman,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,White,,"Standard User [document writing/email/web]",Laptop,2020,15'',,"1 year",,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1189,,"2020-07-28 08:45:59",Sophomore,,"College of Liberal Arts and Social Sciences",,Economics,,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,Yes,Yes,iPhone,,"iPhone 8",,Yes,"Apple Watch",,"Apple Watch 4",,Hybrid/Blended,"Somewhat confident","< 100 Mbps",Average,"Somewhat likely",Yes,Complete
1190,,"2020-07-28 08:47:41",Senior,,"College of Liberal Arts and Social Sciences",,Philosophy,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2016,13'',,"1 year",,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,No,,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online","Somewhat confident","> 500 Mbps",Good,"Somewhat unlikely",Maybe,Complete
1191,,"[not completed]",Sophomore,,"College of Liberal Arts and Social Sciences",,"Political Science",,Male,White,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1192,,"2020-07-28 08:50:37",Junior,,"College of Liberal Arts and Social Sciences",,Economics,,Male,White,,"Standard User [document writing/email/web]",Desktop,2017,Other,"24""","3 year",,No,Average,Other,"Revolt 2",Own,,"Chrome OS",,Other,"I don't know ","Intel Core i7",,"4 GB","512 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,"iPhone 11",,No,,,,,Hybrid/Blended,Neutral,"300 - 500 Mbps",Good,"Somewhat unlikely",Yes,Complete
1193,,"2020-07-28 09:03:05",Junior,,"College of Liberal Arts and Social Sciences",,"Modern and Classical Languages",,Male,White,,"Standard User [document writing/email/web]",Desktop,2015,17'',,No,,External,Good,Other,"Custom built",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","> 1 TB","> 1 TB",Yes,"External backup disk",WD,,,,Weekly,No,Yes,Yes,Yes,No,Yes,iPhone,,Other,"iPhone 6",No,,,,,"Fully Online","Very confident","< 100 Mbps",Good,"Neither likely nor unlikely",Maybe,Complete
1194,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2014,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,"High Sierra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1195,,"2020-07-28 09:39:33","Masters Student (MS)",,"College of Liberal Arts and Social Sciences",,Other,"Public Administration",Female,"African American",,"Standard User [document writing/email/web]",Laptop,2018,15'',,No,,External,Average,"Dell Latitude 7000",,"University property",,"Windows OS",,"Windows 10 Enterprise",,"Intel Core i5",,"> 32 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 3",,Hybrid/Blended,"Very confident","300 - 500 Mbps",Excellent,"Neither likely nor unlikely",Maybe,Complete
1196,,"[not completed]",Freshman,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1197,,"[not completed]",Junior,,"College of Liberal Arts and Social Sciences",,Other,"Kinesiology ",Female,"African American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1198,,"2020-07-28 09:52:19","Doctoral Student (PhD)",,"College of Liberal Arts and Social Sciences",,"Hispanic Studies",,Female,"Prefer Not to Say",,"Standard User [document writing/email/web]",Laptop,2017,13'',,"1 year",,External,Fair,Other,LG,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","< 100 GB",Yes,"External backup disk",Other,Toshiba,,,Other,No,No,No,No,,Yes,Samsung,,"Samsung Galaxy",,Yes,Other,Garmin,Other,Forerunner,"Fully Online","Very confident","100 - 300 Mbps",Excellent,"Very likely",Yes,Complete
1199,,"2020-07-28 09:59:51",Freshman,,"College of Liberal Arts and Social Sciences",,Economics,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"32 GB","256 GB","< 100 GB",No,,,,,,,,No,Yes,No,,Yes,iPhone,,Other,"iPhone 6s",No,,,,,Hybrid/Blended,"Moderately confident","300 - 500 Mbps",Excellent,"Neither likely nor unlikely",Maybe,Complete
1200,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2018,15'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i9",,"8 GB","128 GB","< 100 GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1201,,"2020-07-28 10:05:27",Sophomore,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Female,White,,"Standard User [document writing/email/web]",Laptop,2019,15'',,"1 year",,"Built-in to my computer",Good,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i9",,"> 32 GB","1 TB","< 100 GB",No,,,,,,,,No,Yes,No,,Yes,iPhone,,"iPhone 8",,No,,,,,"Fully Online","Somewhat confident","300 - 500 Mbps",Good,"Very unlikely",Maybe,Complete
1202,,"[not completed]",Freshman,,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,White,,"Standard User [document writing/email/web]",Laptop,2020,15'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Mojave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1203,,"2020-07-28 10:11:04",Senior,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,Other,"11""",No,,"Built-in to my computer",Fair,Other,"HP Touch Screen",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Weekly,Yes,No,Yes,No,,Yes,Samsung,,Other,"Galaxy Sol 2",No,,,,,"Fully Online","Somewhat confident","100 - 300 Mbps",Good,"Very unlikely",Yes,Complete
1204,,"2020-07-28 10:11:09",Freshman,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2010,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"16 GB","256 GB","< 100 GB",Yes,"External backup disk",Seagate,,,,Monthly,No,No,Yes,Yes,No,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 5",,Hybrid/Blended,"Moderately confident","300 - 500 Mbps",Good,"Somewhat unlikely",Yes,Complete
1205,,"[not completed]",Junior,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Female,Hispanic,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
1206,,"2020-07-28 10:15:22",Junior,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2016,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,"Windows 10 Pro",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,No,,,,,Face-to-Face,"Not confident","100 - 300 Mbps",Average,"Very unlikely",Yes,Complete
1207,,"2020-07-28 10:27:02",Senior,,"College of Liberal Arts and Social Sciences",,"Political Science",,Female,White,,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","< 100 GB",No,,,,,,,,No,No,Yes,Yes,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online","Moderately confident","100 - 300 Mbps",Good,"Very unlikely",Maybe,Complete
1208,,"2020-07-28 10:22:22",Junior,,"College of Liberal Arts and Social Sciences",,Economics,,Male,White,,"Standard User [document writing/email/web]",Laptop,2018,14'',,No,,"Built-in to my computer",Good,"Lenovo Yoga",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",Samsung,,,,Weekly,No,No,No,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Moderately confident","100 - 300 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
1209,,"2020-07-28 10:20:23",Freshman,,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,White,,"Standard User [document writing/email/web]",Tablet,2017,14'',,"1 year",,"Built-in to my computer",Good,Other,"iPad Pro ",Own,,Other,"iOS ",Other,"iOS 13",Other,"Don't know ","> 32 GB","128 GB","100 GB - 500 GB",No,,,,,,,,Yes,Yes,Yes,No,Yes,iPhone,,"iPhone 11",,Yes,Fitbit,,"Fitbit Versa",,"Fully Online","Not confident","300 - 500 Mbps",Average,"Very unlikely",Yes,Complete
1210,,"2020-07-28 10:25:46","Post-Baccalaureate (non-degree option)",,"College of Liberal Arts and Social Sciences",,"Jack J. Valenti School of Communication",,Female,White,,"Standard User [document writing/email/web]",Laptop,2016,15'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"16 GB","256 GB","100 GB - 500 GB",No,,,,,,,,Yes,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,Face-to-Face,Neutral,"300 - 500 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
1211,,"2020-07-28 10:32:37",Sophomore,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,Other,"Apple Watch 1 ","Fully Online","Not confident","< 100 Mbps",Fair,"Neither likely nor unlikely",Yes,Complete
