"Record ID","Survey Identifier","Survey Timestamp","Participant classification","Please enter your classification","Main department","Please write down your main department",Gender,Race/Ethnicity,"Please enter your ethnicity","What type of computer user are you?","My primary computer is a","What year was your computer purchased?","What is the size of your computer screen?","The screen size of your computer","Do you have a warranty on your computer?","Warranty on your computer","Do you have a webcam?","How would you rate your computer?","What model is your computer?","Computer model","Computer ownership","Computer ownership","What is the operating system that you use?","Operating system","Operating system version","Operating system version","Computer processor","Please write your computer processor","Computer memory size (RAM)","Computer hard disk","Current size of your data in the computer's hard disk","Do you backup the data from your computer?","What backup method do you use?","Brand of external back-up disk","Please write down the brand of external back-up disk","Brand of cloud","Please write down the brand of your cloud back-up","Backup frequency","Have you set up automatic backups?","Have you experienced a catastrophic loss of data in the last three years?","Are you familiar with the UH Microsoft 365 OneDrive for automated, incremental backups?","Do you have a secondary computer device?","Is it synced with your primary computer device?","Do you have a smartphone?","Smartphone brand","Please write down the name of your smartphone","Smartphone model","Please write down the model of your smartphone","Do you have a smartwatch?","Smartwatch brand","Please write down the name of your smartwatch","Smartwatch model","Please write down the model of your smartwatch","What is your preferred course delivery format for courses in the Fall 2020 semester?","How confident do you feel installing and configuring software (docker containers, VPN, backup software, and others) by yourself on your computer?","Speed of your home Internet","Given your online course experience from Spring 2020, how reliable has your Internet connectivity been overall?","If you were provided adequate IT support to setup your primary computers with needed coursework software, how likely would you use the on campus Computer Labs in a future semester?","Would it be beneficial for IT personnel to have office hours (like a help desk) to assist you with with course-related software issues, general computer systems issues, and other related challenges?",Complete?
480,,"2020-06-23 18:36:36",Junior,,"Biology and Biochemistry",,"Prefer Not to Say","Prefer Not to Say",,"Standard User [document writing/email/web]",Laptop,2012,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,Other,"iPhone 6",No,,,,,Face-to-Face,"Somewhat confident","100 - 300 Mbps",Average,"Somewhat likely",Yes,Complete
481,,"[not completed]",Sophomore,,Mathematics,,Female,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
482,,"2020-06-23 18:59:49",Sophomore,,"Biology and Biochemistry",,Male,Hispanic,,"Standard User [document writing/email/web]",Laptop,2014,15'',,No,,"Built-in to my computer",Fair,"Lenovo Yoga",,Own,,"Windows OS",,"Windows 10 Home",,Other,"Intel Pentium","4 GB","512 GB","100 GB - 500 GB",No,,,,,,,,Yes,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,Face-to-Face,"Somewhat confident","< 100 Mbps",Fair,"Neither likely nor unlikely",Maybe,Complete
483,,"2020-06-23 19:38:46",Junior,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2015,15'',,No,,"Built-in to my computer",Good,"Dell Inspiron 7000",,Own,,"Chrome OS",,"Windows 10 Home",,"Intel Core i5",,"32 GB","256 GB","100 GB - 500 GB",No,,,,,,,,Yes,No,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,"Not confident","300 - 500 Mbps",Excellent,"Neither likely nor unlikely",Maybe,Complete
484,,"2020-06-23 19:45:35","Doctoral Student (PhD)",,"Earth and Atmospheric Sciences",,Male,"International (visa holders)",,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,Face-to-Face,Neutral,"100 - 300 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
485,,"2020-06-23 20:46:48",Senior,,"Biology and Biochemistry",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2019,14'',,No,,"Built-in to my computer",Fair,Other,"chromebook s340",Own,,"Chrome OS",,Other,"Version 81.0.4044.141 ",Other,"intel celeron N4000","4 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,Yes,Yes,Samsung,,Other,"samsung j7 star",No,,,,,"Fully Online",Neutral,"100 - 300 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
486,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,"African American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
487,,"2020-06-24 02:22:19",Senior,,Mathematics,,Female,Multiracial,,"Standard User [document writing/email/web]",Laptop,2017,17'',,No,,"Built-in to my computer",Good,Other,"HP Envy",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online","Very confident","100 - 300 Mbps",Excellent,"Somewhat unlikely",Yes,Complete
488,,"2020-06-24 04:26:21","Masters Student (MS)",,"Computer Science",,Female,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,Yes,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Very confident","> 500 Mbps",Excellent,"Very unlikely",No,Complete
489,,"[not completed]",Freshman,,"Computer Science",,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2020,Other,16'',No,,"Built-in to my computer",Excellent,"Lenovo Yoga",,Own,,"Windows OS",,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
490,,"2020-06-24 11:11:00",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"8 GB","512 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,Other,"iphone 7",No,,,,,Hybrid/Blended,"Not confident","100 - 300 Mbps",Fair,"Very unlikely",Maybe,Complete
491,,"2020-06-24 11:25:18",Senior,,"Biology and Biochemistry",,Female,White,,"Standard User [document writing/email/web]",Laptop,2018,14'',,No,,"Built-in to my computer",Excellent,"Lenovo ThinkPad",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,Yes,Yes,iPhone,,Other,"Iphone XR",Yes,"Apple Watch",,Other,"Apple Watch 1",Face-to-Face,"Not confident","300 - 500 Mbps",Good,"Somewhat unlikely",Maybe,Complete
492,,"2020-06-24 11:44:15",Senior,,"Earth and Atmospheric Sciences",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2015,15'',,No,,"Built-in to my computer",Good,Other,"HP Envy 360",Own,,"Chrome OS",,"Windows 10 Home",,"Intel Core i5",,"16 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",WD,,,,Other,No,Yes,No,No,,Yes,Samsung,,Other,S7,No,,,,,"Fully Online","Somewhat confident","< 100 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
493,,"[not completed]",Sophomore,,Chemistry,,Male,Hispanic,,"Standard User [document writing/email/web]",Desktop,2016,14'',,No,,No,Average,Other,HP,Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
494,,"[not completed]",Sophomore,,"Biology and Biochemistry",,Female,White,,"Standard User [document writing/email/web]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
495,,"2020-06-24 13:59:00",Junior,,"Computer Science",,Male,White,,"Power User [... plus programming/analytics]",Laptop,2013,17'',,No,,"Built-in to my computer",Average,Other,"Clevo NP 170EM",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",Yes,Both,Samsung,,"Google Drive",,Weekly,Yes,No,Yes,Yes,Yes,Yes,Google,,"Google Pixel 3a",,No,,,,,"Fully Online","Very confident","< 100 Mbps",Good,"Very unlikely",No,Complete
496,,"2020-06-24 14:20:25",Freshman,,Other,"Honors Biomedical Sciences",Male,White,,"Standard User [document writing/email/web]",Desktop,2011,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,"High Sierra",,"Intel Core i5",,"8 GB","256 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,Other,"Apple Watch (1st Gen)","Fully Online","Very confident","100 - 300 Mbps",Excellent,"Somewhat unlikely",Maybe,Complete
497,,"2020-06-24 14:28:43","Post-Baccalaureate (non-degree option)",,Mathematics,,Female,White,,"Standard User [document writing/email/web]",Laptop,2019,15'',,"3 year",,"Built-in to my computer",Excellent,Other,"Fujitsu T939",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",Yes,Both,Other,Fujitsu,"Microsoft OneDrive",,Daily,Yes,No,Yes,Yes,Yes,Yes,Samsung,,"Samsung Galaxy",,Yes,Fitbit,,"Fitbit Versa",,"Fully Online","Very confident","100 - 300 Mbps",Good,"Very unlikely",No,Complete
498,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2016,Other,"11""",No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Other,"i don't know",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
499,,"[not completed]",Freshman,,"Biology and Biochemistry",,Male,"Asian American",,"Power User [... plus programming/analytics]",Desktop,2017,,,,,,,Other,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
500,,"2020-06-24 18:06:06",Senior,,"Computer Science",,Male,White,,"Power User [... plus programming/analytics]",Laptop,2016,15'',,No,,"Built-in to my computer",Good,Other,"HP Envy x360",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","1 TB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Daily,Yes,No,No,No,,Yes,iPhone,,Other,"iPhone 6",No,,,,,"Fully Online","Very confident","100 - 300 Mbps",Good,"Neither likely nor unlikely",Maybe,Complete
501,,"[not completed]","Masters Student (MS)",,Mathematics,,Female,White,,"Standard User [document writing/email/web]",Laptop,2016,13'',,No,,"Built-in to my computer",Fair,"Dell Latitude 5000",,Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
502,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,15'',,No,,"Built-in to my computer",Good,Other,"hp pavillion",Own,,"Windows OS",,Other,idk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
503,,"[not completed]",Senior,,"Biology and Biochemistry",,Non-binary/non-conforming,White,,"Standard User [document writing/email/web]",Laptop,2016,13'',,No,,"Built-in to my computer",Good,Other,"HP pavilion",Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
504,,"[not completed]",Sophomore,,"Biology and Biochemistry",,Female,White,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
505,,"2020-06-25 01:13:15",Senior,,"Biology and Biochemistry",,Female,Other,Asian,"Standard User [document writing/email/web]",Laptop,2010,13'',,No,,No,Poor,Other,HP,Other,Father,"Chrome OS",,"Windows 10 Home",,"Intel Core i5",,"4 GB","128 GB","100 GB - 500 GB",Yes,Cloud,,,"Microsoft OneDrive",,Daily,Yes,Yes,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Very confident","300 - 500 Mbps",Excellent,"Very likely",Yes,Complete
506,,"2020-06-25 06:50:14","Doctoral Student (PhD)",,"Earth and Atmospheric Sciences",,Female,White,,"Power User [... plus programming/analytics]",Laptop,2014,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"8 GB","128 GB","100 GB - 500 GB",Yes,"External backup disk",WD,,,,Monthly,No,No,No,Yes,No,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 4",,Hybrid/Blended,"Moderately confident","< 100 Mbps",Good,"Somewhat likely",Yes,Complete
507,,"2020-06-25 11:51:27",Freshman,,"Earth and Atmospheric Sciences",,Male,"Asian American",,"Standard User [document writing/email/web]",Desktop,2017,Other,"27""",No,,No,Good,Other,PowerSpec,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","512 GB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Other,No,No,No,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,"Moderately confident","100 - 300 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
508,,"[not completed]",Freshman,,Mathematics,,Female,White,,"Standard User [document writing/email/web]",Laptop,2017,13'',,"3 year",,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
509,,"2020-06-25 14:54:41",Freshman,,"Computer Science",,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2012,13'',,No,,"Built-in to my computer",Fair,Other,Toshiba,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"8 GB","1 TB","< 100 GB",Yes,Both,Seagate,,"Google Drive",,Other,No,No,Yes,No,,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,Hybrid/Blended,"Moderately confident","< 100 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
510,,"[not completed]",Sophomore,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
511,,"2020-06-25 20:03:41",Junior,,Mathematics,,Male,Multiracial,,"Standard User [document writing/email/web]",Laptop,2018,Other,11.5,No,,"Built-in to my computer",Good,Other,Chromebook,Own,,"Chrome OS",,Other,83.0.4,"Intel Core i5",,"4 GB","128 GB","< 100 GB",Yes,Cloud,,,"Google Drive",,Daily,Yes,No,Yes,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Face-to-Face,"Not confident","< 100 Mbps",Poor,"Somewhat unlikely",Yes,Complete
512,,"2020-06-25 21:23:23","Post-Baccalaureate (second degree)",,"Computer Science",,Female,White,,"Standard User [document writing/email/web]",Laptop,2015,15'',,No,,"Built-in to my computer",Average,Other,"MSI Dragon",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"16 GB","1 TB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online",Neutral,"300 - 500 Mbps",Excellent,"Somewhat likely",Maybe,Complete
513,,"2020-06-25 21:38:26",Junior,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,Other,"Windows 10 Student","Intel Core i7",,"8 GB","128 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,No,,Yes,Other,LG,Other,"Don't remember, it was less than $200",No,,,,,Hybrid/Blended,"Moderately confident","100 - 300 Mbps",Fair,"Somewhat unlikely",Yes,Complete
514,,"[not completed]",Sophomore,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2015,15'',,No,,"Built-in to my computer",Poor,Other,"HP Pavilion Notebook (2015)",Own,,"Windows OS",,"Windows 10 Home",,Other,"AMD A10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
515,,"2020-06-26 15:18:45",Freshman,,"Computer Science",,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2020,14'',,No,,External,Excellent,Other,"Asus Zephyrus G14",Own,,"Windows OS",,"Windows 10 Home",,"AMD Ryzen",,"16 GB","1 TB","500 GB - 1 TB",No,,,,,,,,No,No,No,,Yes,Samsung,,Other,"Samsung Galaxy A70",No,,,,,Face-to-Face,"Moderately confident","100 - 300 Mbps",Fair,"Neither likely nor unlikely",Yes,Complete
516,,"2020-06-26 16:10:34",Sophomore,,"Biology and Biochemistry",,Female,"International (visa holders)",,"Standard User [document writing/email/web]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"8 GB","256 GB","< 100 GB",Yes,Both,WD,,"Apple iCloud",,Monthly,Yes,No,No,No,,Yes,iPhone,,Other,"iPhone 6",No,,,,,Hybrid/Blended,"Not confident","< 100 Mbps",Fair,"Somewhat unlikely",Yes,Complete
517,,"2020-06-26 16:23:47",Senior,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2020,14'',,Other,"2 yrs.","Built-in to my computer",Good,"Lenovo ThinkPad",,Own,,"Windows OS",,"Windows 10 Home",,"AMD Ryzen",,"32 GB","128 GB","< 100 GB",Yes,Cloud,,,"Microsoft OneDrive",,Daily,No,No,No,Yes,No,Yes,iPhone,,Other,"iPhone 7",No,,,,,Face-to-Face,"Somewhat confident","< 100 Mbps",Poor,"Somewhat likely",Yes,Complete
518,,"2020-06-26 22:29:12","Masters Student (MS)",,Mathematics,,Male,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2018,13'',,Other,"2 years","Built-in to my computer",Excellent,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Both,Other,"SanDisk Cruzer Dial 16GB USB","Google Drive",,Daily,Yes,No,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,"Very confident","< 100 Mbps",Excellent,"Very likely",Maybe,Complete
519,,"2020-06-27 13:32:24",Senior,,Mathematics,,Female,"International (visa holders)",,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,"University property",,"Mac OS",,"High Sierra",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,"iPhone 8",,Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online","Very confident","> 500 Mbps",Excellent,"Very unlikely",Yes,Complete
520,,"2020-06-27 13:42:27",Junior,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Dell Inspiron 7000",,Own,,"Windows OS",,"Windows 10 Home",,Other,"10th Gen Intel Quad Core","16 GB","128 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online","Somewhat confident","100 - 300 Mbps",Average,"Very unlikely",Yes,Complete
521,,"2020-06-27 14:15:19",Freshman,,"Computer Science",,Male,White,,"Standard User [document writing/email/web]",Laptop,2020,15'',,"1 year",,External,Good,Other,"Lenovo Legion",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","> 1 TB","100 GB - 500 GB",No,,,,,,,,No,No,Yes,No,Yes,Other,"Motorola G6",Other,"Motorola G6",No,,,,,Face-to-Face,"Very confident","< 100 Mbps",Good,"Somewhat unlikely",Yes,Complete
522,,"2020-06-27 17:46:01",Senior,,"Biology and Biochemistry",,Male,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"16 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",Other,SanDisk,,,Other,No,No,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online","Somewhat confident","100 - 300 Mbps",Good,"Somewhat likely",Yes,Complete
523,,"[not completed]",Junior,,Mathematics,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,14'',,No,,"Built-in to my computer",Excellent,Other,"HP Pavilion ",Own,,"Windows OS",,Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
524,,"2020-06-28 16:08:45",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","1 TB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,Face-to-Face,"Somewhat confident","< 100 Mbps",Good,"Very unlikely",Yes,Complete
525,,"2020-06-28 16:05:56",Sophomore,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,15'',,"1 year",,"Built-in to my computer",Average,Other,"HP Envy 360",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","128 GB","< 100 GB",No,,,,,,,,Yes,Yes,No,,Yes,iPhone,,Other,"iPhone X",No,,,,,Hybrid/Blended,"Moderately confident","< 100 Mbps",Average,"Very likely",Yes,Complete
526,,"2020-06-28 17:16:22",Freshman,,"Biology and Biochemistry",,Female,White,,"Standard User [document writing/email/web]",Laptop,2019,14'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,No,,,,,Face-to-Face,"Not confident","< 100 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
527,,"2020-06-28 19:36:13","Doctoral Student (PhD)",,"Biology and Biochemistry",,Female,White,,"Power User [... plus programming/analytics]",Laptop,2012,13'',,No,,"Built-in to my computer",Poor,"Apple Macbook Pro",,Own,,"Mac OS",,Other,"El Capitan ","Intel Core i5",,"4 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",Other,Sabrent,,,Other,Yes,No,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,Hybrid/Blended,"Moderately confident","300 - 500 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
528,,"2020-06-28 21:28:42",Senior,,"Computer Science",,Male,"International (visa holders)",,"Power User [... plus programming/analytics]",Desktop,2016,Other,32'',No,,External,Average,Other,"Custom Built",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"16 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,No,Yes,Yes,Yes,iPhone,,Other,"Iphone 6 plus",No,,,,,"Fully Online","Very confident","300 - 500 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
529,,"2020-06-29 07:50:44","Post-Baccalaureate (second degree)",,"Computer Science",,Male,Hispanic,,"Power User [... plus programming/analytics]",Desktop,2017,Other,"20""",No,,External,Good,Other,"Custom PC",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"32 GB","1 TB","100 GB - 500 GB",No,,,,,,,,No,No,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,"Moderately confident","< 100 Mbps",Good,"Very unlikely",Yes,Complete
530,,"2020-06-29 15:03:25",Freshman,,Other,"Biomedical Science",Female,Other,"Middle Eastern","Standard User [document writing/email/web]",Laptop,2013,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"4 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 5",,Face-to-Face,"Somewhat confident","< 100 Mbps",Good,"Somewhat unlikely",Yes,Complete
531,,"2020-06-29 23:26:14",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Other,No,No,Yes,Yes,Yes,Yes,iPhone,,"iPhone 11",,No,,,,,"Fully Online","Moderately confident","> 500 Mbps",Good,"Very unlikely",Maybe,Complete
532,,"2020-06-30 10:12:51",Senior,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"4 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,No,,,,,No,,,,,"Fully Online","Moderately confident","100 - 300 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
533,,"2020-06-30 13:31:38","Doctoral Student (PhD)",,"Computer Science",,Male,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2018,13'',,"3 year",,"Built-in to my computer",Excellent,Other,"Dell XPS 13",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","> 1 TB","500 GB - 1 TB",No,,,,,,,,Yes,Yes,Yes,No,Yes,Samsung,,Other,S9,No,,,,,"Fully Online","Very confident","> 500 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
534,,"[not completed]",Junior,,"Computer Science",,Male,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2019,13'',,"3 year",,"Built-in to my computer",Excellent,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","256 GB","100 GB - 500 GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
